"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Type/Subtype","Info"
"1","0.000000000","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-89 dBm,-89 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame","Beacon frame, SN=1055, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"2","0.000749797","AristaNetwor_78:be:10","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame","Beacon frame, SN=1752, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"3","0.001106012","AristaNetwor_78:be:11","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame","Beacon frame, SN=3218, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"4","0.001673899","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame","Beacon frame, SN=175, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"5","0.095298247","AristaNetwor_c5:53:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame","Beacon frame, SN=3185, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"6","0.095575725","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame","Beacon frame, SN=1939, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"7","0.096123317","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame","Beacon frame, SN=1987, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"8","0.102371978","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-89 dBm,-89 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame","Beacon frame, SN=1056, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"9","0.103248145","AristaNetwor_78:be:10","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame","Beacon frame, SN=1753, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"10","0.104070939","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame","Beacon frame, SN=176, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"11","0.146535643","Apple_26:f7:b6","IPv6mcast_fb","802.11","221","-87 dBm,-87 dBm,-89 dBm","12","","-89 dBm","Data","Data, SN=2848, FN=0, Flags=.p....F.C"
"12","0.152205727","f2:6d:14:2f:00:3c","Broadcast","802.11","421","-86 dBm,-86 dBm,-89 dBm","12","","-89 dBm","Data","Data, SN=2849, FN=0, Flags=.p....F.C"
"13","0.154409423","Apple_3a:94:e3","IPv6mcast_fb","802.11","209","-88 dBm,-88 dBm,-89 dBm","12","","-89 dBm","Data","Data, SN=2850, FN=0, Flags=.p....F.C"
"14","0.157364674","Apple_19:52:45","IPv6mcast_fb","802.11","343","-87 dBm,-87 dBm,-89 dBm","12","","-89 dBm","Data","Data, SN=2851, FN=0, Flags=.p....F.C"
"15","0.158113161","Apple_d0:cc:f4","IPv6mcast_fb","802.11","245","-87 dBm,-87 dBm,-90 dBm","12","","-90 dBm","Data","Data, SN=2852, FN=0, Flags=.p....F.C"
"16","0.190520005","f2:76:0e:ff:00:3c","Broadcast","802.11","421","-87 dBm,-87 dBm,-89 dBm","12","","-89 dBm","Data","Data, SN=2853, FN=0, Flags=.p....F.C"
"17","0.194942532","Apple_6d:33:e3","IPv6mcast_fb","802.11","280","-86 dBm,-86 dBm,-90 dBm","12","","-90 dBm","Data","Data, SN=2854, FN=0, Flags=.p....F.C"
"18","0.197695438","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame","Beacon frame, SN=3186, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"19","0.197982899","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame","Beacon frame, SN=1940, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"20","0.198530892","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-84 dBm","6","""GUEST-N""","-84 dBm","Beacon frame","Beacon frame, SN=1988, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"21","0.235429941","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-91 dBm","6","","-91 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"22","0.237155672","AzureWaveTec_f1:22:71","AristaNetwor_76:12:a0","802.11","88","-87 dBm,-87 dBm,-92 dBm","12","","-92 dBm","802.11 Block Ack","802.11 Block Ack, Flags=........C"
"23","0.242348241","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-27 dBm,-41 dBm,-27 dBm","1","""badabing""","-27 dBm","Beacon frame","Beacon frame, SN=620, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"24","0.242984468","f6:be:4c:e2:d7:7c","IPv4mcast_fb","802.11","350","-74 dBm,-74 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3469, FN=0, Flags=.p....F.C"
"25","0.243231531","f6:be:4c:e2:d7:7c","IPv6mcast_fb","802.11","370","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3470, FN=0, Flags=.p....F.C"
"26","0.250413489","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-94 dBm","6","","-94 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"27","0.256307001","Apple_1c:43:48","IPv4mcast_fb","802.11","351","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3472, FN=0, Flags=.p....F.C"
"28","0.256554350","Apple_1c:43:48","IPv6mcast_fb","802.11","371","-74 dBm,-74 dBm,-80 dBm","12","","-80 dBm","Data","Data, SN=3473, FN=0, Flags=.p....F.C"
"29","0.257968965","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-92 dBm","6","","-92 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"30","0.258788222","Apple_12:db:e8","IPv4mcast_fb","802.11","550","-74 dBm,-74 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3474, FN=0, Flags=.p....F.C"
"31","0.259783850","Apple_12:db:e8","IPv6mcast_fb","802.11","570","-73 dBm,-73 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3475, FN=0, Flags=.p....F.C"
"32","0.262863010","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"33","0.271331007","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-73 dBm,-73 dBm,-81 dBm","12","""LAPTOP-S""","-81 dBm","Beacon frame","Beacon frame, SN=539, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"34","0.271618542","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-73 dBm,-73 dBm,-81 dBm","12","""MOBILE-S""","-81 dBm","Beacon frame","Beacon frame, SN=1408, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"35","0.272167266","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-73 dBm,-73 dBm,-81 dBm","6","""GUEST-N""","-81 dBm","Beacon frame","Beacon frame, SN=3180, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"36","0.286276744","Apple_06:4f:f6","IPv4mcast_fb","802.11","518","-75 dBm,-75 dBm,-83 dBm","12","","-83 dBm","Data","Data, SN=3476, FN=0, Flags=.p....F.C"
"37","0.286670943","Apple_06:4f:f6","IPv6mcast_fb","802.11","538","-75 dBm,-75 dBm,-83 dBm","12","","-83 dBm","Data","Data, SN=3477, FN=0, Flags=.p....F.C"
"38","0.294131643","f2:6d:18:af:00:3c","Broadcast","802.11","421","-74 dBm,-74 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3478, FN=0, Flags=.p....F.C"
"39","0.295966841","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"40","0.300274420","42:40:0c:27:31:b0","Broadcast","802.11","260","-84 dBm,-84 dBm,-94 dBm","1","""MKR-new""","-94 dBm","Beacon frame","Beacon frame, SN=3711, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"41","0.304110484","","42:40:0c:27:31:b0","802.11","70","-84 dBm,-84 dBm,-90 dBm","6","","-90 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"42","0.304184822","Apple_3b:c9:ec","IPv4mcast_fb","802.11","194","-76 dBm,-76 dBm,-83 dBm","12","","-83 dBm","Data","Data, SN=3480, FN=0, Flags=.p....F.C"
"43","0.304940379","Apple_3b:c9:ec","IPv6mcast_fb","802.11","214","-76 dBm,-76 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3481, FN=0, Flags=.p....F.C"
"44","0.304972003","XiaomiCommun_5f:93:85","IPv6mcast_fb","802.11","287","-76 dBm,-76 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3482, FN=0, Flags=.p....F.C"
"45","0.309382381","AzureWaveTec_f1:22:71","AristaNetwor_76:12:a0","802.11","88","-88 dBm,-88 dBm,-93 dBm","12","","-93 dBm","802.11 Block Ack","802.11 Block Ack, Flags=........C"
"46","0.309409068","AzureWaveTec_f1:22:71","AristaNetwor_76:12:a0","802.11","88","-86 dBm,-86 dBm,-92 dBm","12","","-92 dBm","802.11 Block Ack","802.11 Block Ack, Flags=........C"
"47","0.310582877","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"48","0.318221254","Cisco_31:39:ac","PVST+","802.11","154","-77 dBm,-77 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3483, FN=0, Flags=.p....F.C"
"49","0.322552117","Apple_26:f7:b6","IPv4mcast_fb","802.11","199","-76 dBm,-76 dBm,-82 dBm","12","","-82 dBm","Data","Data, SN=3484, FN=0, Flags=.p....F.C"
"50","0.322581607","Apple_26:f7:b6","IPv6mcast_fb","802.11","219","-75 dBm,-75 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3485, FN=0, Flags=.p....F.C"
"51","0.325581792","","42:40:0c:27:31:b0","802.11","70","-84 dBm,-84 dBm,-94 dBm","6","","-94 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"52","0.333211431","","42:40:0c:27:31:b0","802.11","70","-84 dBm,-84 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"53","0.339406433","AzureWaveTec_f1:22:71","AristaNetwor_76:12:a0","802.11","88","-89 dBm,-89 dBm,-92 dBm","12","","-92 dBm","802.11 Block Ack","802.11 Block Ack, Flags=........C"
"54","0.339914292","Apple_0f:17:f8","IPv4mcast_fb","802.11","194","-74 dBm,-74 dBm,-80 dBm","12","","-80 dBm","Data","Data, SN=3486, FN=0, Flags=.p....F.C"
"55","0.340698701","","42:40:0c:27:31:b0","802.11","70","-83 dBm,-83 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"56","0.340975791","Apple_0f:17:f8","IPv6mcast_fb","802.11","214","-74 dBm,-74 dBm,-80 dBm","12","","-80 dBm","Data","Data, SN=3487, FN=0, Flags=.p....F.C"
"57","0.340992541","Apple_98:01:5e","IPv4mcast_fb","802.11","201","-74 dBm,-74 dBm,-80 dBm","12","","-80 dBm","Data","Data, SN=3488, FN=0, Flags=.p....F.C"
"58","0.345962994","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-26 dBm,-42 dBm,-26 dBm","1","""badabing""","-26 dBm","Beacon frame","Beacon frame, SN=621, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"59","0.346269897","SamsungElect_77:45:67","IPv4mcast_fb","802.11","282","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3489, FN=0, Flags=.p....F.C"
"60","0.348368302","Apple_d0:cc:f4","IPv4mcast_fb","802.11","199","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3490, FN=0, Flags=.p....F.C"
"61","0.348399563","Apple_d0:cc:f4","IPv6mcast_fb","802.11","219","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3491, FN=0, Flags=.p....F.C"
"62","0.348406873","","42:40:0c:27:31:b0","802.11","70","-85 dBm,-85 dBm,-92 dBm","6","","-92 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"63","0.350248403","SamsungElect_77:45:67","IPv4mcast_fb","802.11","282","-74 dBm,-74 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3492, FN=0, Flags=.p....F.C"
"64","0.355505402","","42:40:0c:27:31:b0","802.11","70","-82 dBm,-82 dBm,-91 dBm","6","","-91 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"65","0.363119591","","42:40:0c:27:31:b0","802.11","70","-82 dBm,-82 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"66","0.371563495","","42:40:0c:27:31:b0","802.11","70","-82 dBm,-82 dBm,-95 dBm","6","","-95 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"67","0.373775619","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-74 dBm,-74 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame","Beacon frame, SN=540, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"68","0.375800718","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-75 dBm,-75 dBm,-81 dBm","6","""GUEST-N""","-81 dBm","Beacon frame","Beacon frame, SN=3181, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"69","0.379078466","","42:40:0c:27:31:b0","802.11","70","-81 dBm,-81 dBm,-92 dBm","6","","-92 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"70","0.379580614","RealmeChongq_56:0c:49","IPv6mcast_fb","802.11","411","-76 dBm,-76 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3493, FN=0, Flags=.p....F.C"
"71","0.379607619","RealmeChongq_56:0c:49","IPv4mcast_fb","802.11","391","-76 dBm,-76 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3494, FN=0, Flags=.p....F.C"
"72","0.384392609","Apple_70:f8:96","IPv4mcast_fb","802.11","199","-77 dBm,-77 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3495, FN=0, Flags=.p....F.C"
"73","0.388588471","Apple_70:f8:96","IPv6mcast_fb","802.11","219","-78 dBm,-78 dBm,-83 dBm","12","","-83 dBm","Data","Data, SN=3496, FN=0, Flags=.p....F.C"
"74","0.394123791","","42:40:0c:27:31:b0","802.11","70","-81 dBm,-81 dBm,-93 dBm","6","","-93 dBm","Clear-to-send","Clear-to-send, Flags=........C"
"75","0.396492344","AzureWaveTec_f1:22:71","AristaNetwor_76:12:a0","802.11","88","-88 dBm,-88 dBm,-93 dBm","12","","-93 dBm","802.11 Block Ack","802.11 Block Ack, Flags=........C"
"76","0.399459766","Google_09:ab:a6","IPv4mcast_fb","802.11","494","-77 dBm,-77 dBm,-81 dBm","12","","-81 dBm","Data","Data, SN=3497, FN=0, Flags=.p....F.C"
